country_id,country,state_id,state,market_id,market,produce_id,produce,currency_id,currency,pt_id,market_type,um_unit_id,quantity,month,year,price
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,2,2021,454.16
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,3,2021,466.66
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,4,2021,466.66
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,1,2017,13900.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,2,2017,15315.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,3,2017,10805.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,4,2017,14285.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,5,2017,14916.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,6,2017,14100.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,7,2017,15225.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,8,2017,16000.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,2,2018,10180.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,3,2018,9970.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,4,2018,10970.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,5,2018,11632.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,7,2018,11550.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,8,2018,11156.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,9,2018,11015.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,10,2018,10852.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,11,2018,9345.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,12,2018,7225.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,2,2019,6890.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,3,2019,7975.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,4,2019,7200.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,8,2019,6820.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,9,2019,8355.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,10,2019,9600.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,11,2019,9475.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,12,2019,8100.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,1,2020,8172.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,2,2020,8265.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,3,2020,8800.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,4,2020,11080.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,5,2020,11125.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,6,2020,13850.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,7,2020,16925.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,8,2020,19040.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,9,2020,20425.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,10,2020,19025.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,11,2020,16040.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,12,2020,15475.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,1,2021,18975.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,2,2021,20875.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,3,2021,20750.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,14,Wholesale,9,100 KG,4,2021,19100.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,67,Maize (white) ,0.0,NGN,15,Retail,5,KG,2,2019,65.21
